Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes,Winner_Party,RunnerUp_Party,Population,Population_Per_EV
1972,Oklahoma,8,Richard Nixon,8,George McGovern,0,538,Nixon Republican,Republican,Democratic,2652441.0,331555.125
1972,Oregon,6,Richard Nixon,6,George McGovern,0,538,Nixon Republican,Republican,Democratic,2199729.0,366621.5
1972,Pennsylvania,27,Richard Nixon,27,George McGovern,0,538,Nixon Republican,Republican,Democratic,11807906.0,437329.8518518519
1972,Rhode Island,4,Richard Nixon,4,George McGovern,0,538,Nixon Republican,Republican,Democratic,946811.0,236702.75
1972,South Carolina,8,Richard Nixon,8,George McGovern,0,538,Nixon Republican,Republican,Democratic,2696777.0,337097.125
1972,South Dakota,4,Richard Nixon,4,George McGovern,0,538,McGovern home state lost,Republican,Democratic,670559.0,167639.75
1972,Tennessee,10,Richard Nixon,10,George McGovern,0,538,Nixon Republican,Republican,Democratic,4057174.0,405717.4
1972,Texas,26,Richard Nixon,26,George McGovern,0,538,Nixon Republican,Republican,Democratic,11803222.0,453970.07692307694
1972,Utah,4,Richard Nixon,4,George McGovern,0,538,Nixon Republican,Republican,Democratic,1139626.0,284906.5
1972,Vermont,3,Richard Nixon,3,George McGovern,0,538,Nixon Republican,Republican,Democratic,457755.0,152585.0
1972,Virginia,12,Richard Nixon,11,George McGovern,0,538,1 faithless elector,Republican,Democratic,4788159.0,399013.25
1972,Washington,9,Richard Nixon,8,George McGovern,0,538,1 faithless elector,Republican,Democratic,3553766.0,394862.8888888889
1972,West Virginia,6,Richard Nixon,6,George McGovern,0,538,Nixon Republican,Republican,Democratic,1785318.0,297553.0
1972,Wisconsin,11,Richard Nixon,11,George McGovern,0,538,Nixon Republican,Republican,Democratic,4475338.0,406848.9090909091
1972,Wyoming,3,Richard Nixon,3,George McGovern,0,538,Nixon Republican,Republican,Democratic,359844.0,119948.0
1976,Alabama,9,Jimmy Carter,9,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,3713999.0,412666.5555555556
1976,Alaska,3,Gerald Ford,3,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,361980.0,120660.0
1976,Arizona,6,Gerald Ford,6,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2339289.0,389881.5
1976,Arkansas,6,Jimmy Carter,6,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,2141179.0,356863.1666666667
1976,California,45,Gerald Ford,45,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,22181995.0,492933.2222222223
1976,Colorado,7,Gerald Ford,7,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2616882.0,373840.28571428574
1976,Connecticut,8,Gerald Ford,8,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,3077229.0,384653.625
1976,Delaware,3,Jimmy Carter,3,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,575844.0,191948.0
1976,District of Columbia,3,Jimmy Carter,3,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,690000.0,230000.0
1976,Florida,17,Jimmy Carter,17,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,8563572.0,503739.5294117647
1976,Georgia,12,Jimmy Carter,12,Gerald Ford,0,538,Carter home state,Democratic,Republican,5113693.0,426141.0833333333
1976,Hawaii,4,Jimmy Carter,4,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,886780.0,221695.0
1976,Idaho,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,851388.0,212847.0
1976,Illinois,26,Gerald Ford,26,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,11301501.0,434673.1153846154
1976,Indiana,13,Gerald Ford,13,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,5371602.0,413200.1538461539
1976,Iowa,8,Gerald Ford,8,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2878035.0,359754.375
1976,Kansas,7,Gerald Ford,7,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2316839.0,330977.0
1976,Kentucky,9,Jimmy Carter,9,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,3483949.0,387105.4444444445
1976,Louisiana,10,Jimmy Carter,10,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,3980062.0,398006.2
1976,Maine,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,1071615.0,267903.75
1976,Maryland,10,Jimmy Carter,10,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,4099145.0,409914.5
1976,Massachusetts,14,Jimmy Carter,14,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,5717890.0,408420.7142857143
1976,Michigan,21,Gerald Ford,21,Jimmy Carter,0,538,Ford home state,Republican,Democratic,9107280.0,433680.0
1976,Minnesota,10,Jimmy Carter,10,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,3967570.0,396757.0
1976,Mississippi,7,Jimmy Carter,7,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,2399148.0,342735.4285714286
1976,Missouri,12,Jimmy Carter,12,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,4820612.0,401717.6666666667
1976,Montana,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,749778.0,187444.5
1976,Nebraska,5,Gerald Ford,5,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,1535292.0,307058.4
1976,Nevada,3,Gerald Ford,3,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,675791.0,225263.66666666663
1976,New Hampshire,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,847438.0,211859.5
1976,New Jersey,17,Gerald Ford,17,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,7286159.0,428597.5882352941
1976,New Mexico,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,1188136.0,297034.0
1976,New York,41,Jimmy Carter,41,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,17558072.0,428245.6585365853
1976,North Carolina,13,Jimmy Carter,13,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,5561883.0,427837.1538461539
1976,North Dakota,3,Gerald Ford,3,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,638735.0,212911.66666666663
1976,Ohio,25,Jimmy Carter,25,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,10739385.0,429575.4
1976,Oklahoma,8,Gerald Ford,8,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2838866.0,354858.25
1976,Oregon,6,Gerald Ford,6,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,2416417.0,402736.1666666667
1976,Pennsylvania,27,Jimmy Carter,27,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,11835901.0,438366.7037037037
1976,Rhode Island,4,Jimmy Carter,4,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,946982.0,236745.5
1976,South Carolina,8,Jimmy Carter,8,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,2909298.0,363662.25
1976,South Dakota,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,680664.0,170166.0
1976,Tennessee,10,Jimmy Carter,10,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,4324147.0,432414.7
1976,Texas,26,Jimmy Carter,26,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,13016207.0,500623.3461538461
1976,Utah,4,Gerald Ford,4,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,1300331.0,325082.75
1976,Vermont,3,Gerald Ford,3,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,484606.0,161535.33333333334
1976,Virginia,12,Gerald Ford,12,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,5067488.0,422290.6666666667
1976,Washington,9,Gerald Ford,8,Jimmy Carter,0,538,1 faithless elector,Republican,Democratic,3842961.0,426995.6666666667
1976,West Virginia,6,Jimmy Carter,6,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,1867481.0,311246.8333333333
1976,Wisconsin,11,Jimmy Carter,11,Gerald Ford,0,538,Carter Democrat,Democratic,Republican,4590553.0,417323.0
1976,Wyoming,3,Gerald Ford,3,Jimmy Carter,0,538,Ford Republican,Republican,Democratic,414701.0,138233.66666666666
1980,Alabama,9,Ronald Reagan,9,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,3893888.0,432654.2222222223
1980,Alaska,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,401851.0,133950.33333333334
1980,Arizona,6,Ronald Reagan,6,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2718215.0,453035.8333333333
1980,Arkansas,6,Ronald Reagan,6,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2286435.0,381072.5
1980,California,45,Ronald Reagan,45,Jimmy Carter,0,538,Reagan home state,Republican,Democratic,23667902.0,525953.3777777777
1980,Colorado,7,Ronald Reagan,7,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2889964.0,412852.0
1980,Connecticut,8,Ronald Reagan,8,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,3107576.0,388447.0
1980,Delaware,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,594338.0,198112.66666666663
1980,District of Columbia,3,Jimmy Carter,3,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,638333.0,212777.67
1980,Florida,17,Ronald Reagan,17,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,9746324.0,573313.1764705882
1980,Georgia,12,Jimmy Carter,12,Ronald Reagan,0,538,Carter home state,Democratic,Republican,5463105.0,455258.75
1980,Hawaii,4,Jimmy Carter,4,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,964691.0,241172.75
1980,Idaho,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,943935.0,235983.75
1980,Illinois,26,Ronald Reagan,26,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,11426518.0,439481.4615384616
1980,Indiana,13,Ronald Reagan,13,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,5490224.0,422324.9230769231
1980,Iowa,8,Ronald Reagan,8,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2913808.0,364226.0
1980,Kansas,7,Ronald Reagan,7,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2363679.0,337668.4285714286
1980,Kentucky,9,Ronald Reagan,9,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,3660777.0,406753.0
1980,Louisiana,10,Ronald Reagan,10,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,4205900.0,420590.0
1980,Maine,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,1124660.0,281165.0
1980,Maryland,10,Jimmy Carter,10,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,4216975.0,421697.5
1980,Massachusetts,14,Ronald Reagan,14,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,5737037.0,409788.3571428572
1980,Michigan,21,Ronald Reagan,21,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,9262078.0,441051.3333333333
1980,Minnesota,10,Jimmy Carter,10,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,4075970.0,407597.0
1980,Mississippi,7,Ronald Reagan,7,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2520638.0,360091.14285714284
1980,Missouri,12,Ronald Reagan,12,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,4916686.0,409723.8333333333
1980,Montana,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,786690.0,196672.5
1980,Nebraska,5,Ronald Reagan,5,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,1569825.0,313965.0
1980,Nevada,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,800493.0,266831.0
1980,New Hampshire,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,920610.0,230152.5
1980,New Jersey,17,Ronald Reagan,17,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,7364823.0,433224.8823529412
1980,New Mexico,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,1302894.0,325723.5
1980,New York,41,Ronald Reagan,41,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,17558072.0,428245.6585365853
1980,North Carolina,13,Ronald Reagan,13,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,5881766.0,452443.5384615384
1980,North Dakota,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,652717.0,217572.3333333333
1980,Ohio,25,Ronald Reagan,25,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,10797630.0,431905.2
1980,Oklahoma,8,Ronald Reagan,8,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,3025290.0,378161.25
1980,Oregon,6,Ronald Reagan,6,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,2633105.0,438850.8333333333
1980,Pennsylvania,27,Ronald Reagan,27,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,11863895.0,439403.51851851854
1980,Rhode Island,4,Jimmy Carter,4,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,947154.0,236788.5
1980,South Carolina,8,Ronald Reagan,8,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,3121820.0,390227.5
1980,South Dakota,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,690768.0,172692.0
1980,Tennessee,10,Ronald Reagan,10,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,4591120.0,459112.0
1980,Texas,26,Ronald Reagan,26,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,14229191.0,547276.5769230769
1980,Utah,4,Ronald Reagan,4,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,1461037.0,365259.25
1980,Vermont,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,511456.0,170485.33333333334
1980,Virginia,12,Ronald Reagan,12,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,5346818.0,445568.1666666667
1980,Washington,9,Ronald Reagan,9,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,4132156.0,459128.4444444445
1980,West Virginia,6,Jimmy Carter,6,Ronald Reagan,0,538,Carter Democrat,Democratic,Republican,1949644.0,324940.6666666667
1980,Wisconsin,11,Ronald Reagan,11,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,4705767.0,427797.0
1980,Wyoming,3,Ronald Reagan,3,Jimmy Carter,0,538,Reagan Republican,Republican,Democratic,469557.0,156519.0
1984,Alabama,9,Ronald Reagan,9,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3952568.0,439174.2222222223
1984,Alaska,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,461128.0,153709.33333333334
1984,Arizona,7,Ronald Reagan,7,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3097020.0,442431.4285714286
1984,Arkansas,6,Ronald Reagan,6,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,2312151.0,385358.5
1984,California,47,Ronald Reagan,47,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,26104750.0,555420.2127659575
1984,Colorado,8,Ronald Reagan,8,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3051736.0,381467.0
1984,Connecticut,8,Ronald Reagan,8,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3179392.0,397424.0
1984,Delaware,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,623070.0,207690.0
1984,District of Columbia,3,Walter Mondale,3,Ronald Reagan,0,538,Mondale Democrat,Democratic,Republican,630000.0,210000.0
1984,Florida,21,Ronald Reagan,21,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,11022965.0,524903.0952380953
1984,Georgia,12,Ronald Reagan,12,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,5869149.0,489095.75
1984,Hawaii,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1022106.0,255526.5
1984,Idaho,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,969061.0,242265.25
1984,Illinois,24,Ronald Reagan,24,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,11428152.0,476173.0
1984,Indiana,12,Ronald Reagan,12,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,5511798.0,459316.5
1984,Iowa,8,Ronald Reagan,8,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,2858987.0,357373.375
1984,Kansas,7,Ronald Reagan,7,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,2409237.0,344176.71428571426
1984,Kentucky,9,Ronald Reagan,9,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3670585.0,407842.77777777775
1984,Louisiana,10,Ronald Reagan,10,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4211529.0,421152.9
1984,Maine,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1165967.0,291491.75
1984,Maryland,10,Ronald Reagan,10,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4442772.0,444277.2
1984,Massachusetts,13,Ronald Reagan,13,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,5848792.0,449907.07692307694
1984,Michigan,20,Ronald Reagan,20,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,9275366.0,463768.3
1984,Minnesota,10,Walter Mondale,10,Ronald Reagan,0,538,Mondale home state,Democratic,Republican,4195622.0,419562.2
1984,Mississippi,7,Ronald Reagan,7,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,2541669.0,363095.5714285714
1984,Missouri,11,Ronald Reagan,11,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4996841.0,454258.2727272727
1984,Montana,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,791640.0,197910.0
1984,Nebraska,5,Ronald Reagan,5,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1573249.0,314649.8
1984,Nevada,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,961029.0,240257.25
1984,New Hampshire,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,996067.0,249016.75
1984,New Jersey,16,Ronald Reagan,16,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,7510969.0,469435.5625
1984,New Mexico,5,Ronald Reagan,5,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1387764.0,277552.8
1984,New York,36,Ronald Reagan,36,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,17731025.0,492528.4722222223
1984,North Carolina,13,Ronald Reagan,13,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,6180514.0,475424.1538461539
1984,North Dakota,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,647150.0,215716.66666666663
1984,Ohio,23,Ronald Reagan,23,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,10817424.0,470322.7826086957
1984,Oklahoma,8,Ronald Reagan,8,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3073408.0,384176.0
1984,Oregon,7,Ronald Reagan,7,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,2716791.0,388113.0
1984,Pennsylvania,25,Ronald Reagan,25,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,11870994.0,474839.76
1984,Rhode Island,4,Ronald Reagan,4,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,969678.0,242419.5
1984,South Carolina,8,Ronald Reagan,8,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,3267773.0,408471.625
1984,South Dakota,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,692862.0,230954.0
1984,Tennessee,11,Ronald Reagan,11,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4705546.0,427776.9090909091
1984,Texas,29,Ronald Reagan,29,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,15332119.0,528693.7586206896
1984,Utah,5,Ronald Reagan,5,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1565762.0,313152.4
1984,Vermont,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,531977.0,177325.66666666666
1984,Virginia,12,Ronald Reagan,12,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,5683034.0,473586.1666666667
1984,Washington,10,Ronald Reagan,10,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4425970.0,442597.0
1984,West Virginia,6,Ronald Reagan,6,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,1887177.0,314529.5
1984,Wisconsin,11,Ronald Reagan,11,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,4780168.0,434560.7272727273
1984,Wyoming,3,Ronald Reagan,3,Walter Mondale,0,538,Reagan Republican,Republican,Democratic,463169.0,154389.66666666666
1988,Alabama,9,George H.W. Bush,9,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,4011247.0,445694.1111111111
1988,Alaska,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,520405.0,173468.33333333334
1988,Arizona,7,George H.W. Bush,7,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3475825.0,496546.4285714286
1988,Arkansas,6,George H.W. Bush,6,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,2337867.0,389644.5
1988,California,47,George H.W. Bush,47,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,28541597.0,607268.0212765958
1988,Colorado,8,George H.W. Bush,8,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3213508.0,401688.5
1988,Connecticut,8,George H.W. Bush,8,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3251208.0,406401.0
1988,Delaware,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,651802.0,217267.3333333333
1988,District of Columbia,3,Michael Dukakis,3,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Republican,620000.0,206666.67
1988,Florida,21,George H.W. Bush,21,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,12299606.0,585695.5238095238
1988,Georgia,12,George H.W. Bush,12,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,6275194.0,522932.8333333333
1988,Hawaii,4,Michael Dukakis,4,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,1079521.0,269880.25
1988,Idaho,4,George H.W. Bush,4,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,994186.0,248546.5
1988,Illinois,24,George H.W. Bush,24,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,11429785.0,476241.0416666667
1988,Indiana,12,George H.W. Bush,12,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,5533372.0,461114.3333333333
1988,Iowa,8,Michael Dukakis,7,George H.W. Bush,0,538,1 faithless elector,Democratic,Democratic,2804166.0,350520.75
1988,Kansas,7,George H.W. Bush,7,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,2454795.0,350685.0
1988,Kentucky,9,George H.W. Bush,9,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3680392.0,408932.4444444445
1988,Louisiana,10,George H.W. Bush,10,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,4217158.0,421715.8
1988,Maine,4,George H.W. Bush,4,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1207274.0,301818.5
1988,Maryland,10,George H.W. Bush,10,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,4668569.0,466856.9
1988,Massachusetts,13,Michael Dukakis,13,George H.W. Bush,0,538,Dukakis home state,Democratic,Democratic,5960547.0,458503.6153846154
1988,Michigan,20,George H.W. Bush,20,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,9288653.0,464432.65
1988,Minnesota,10,Michael Dukakis,10,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,4315273.0,431527.3
1988,Mississippi,7,George H.W. Bush,7,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,2562700.0,366100.0
1988,Missouri,11,George H.W. Bush,11,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,5076996.0,461545.0909090909
1988,Montana,4,George H.W. Bush,4,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,796590.0,199147.5
1988,Nebraska,5,George H.W. Bush,5,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1576673.0,315334.6
1988,Nevada,4,George H.W. Bush,4,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1121565.0,280391.25
1988,New Hampshire,4,George H.W. Bush,4,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1071524.0,267881.0
1988,New Jersey,16,George H.W. Bush,16,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,7657115.0,478569.6875
1988,New Mexico,5,George H.W. Bush,5,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1472634.0,294526.8
1988,New York,36,Michael Dukakis,36,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,17903978.0,497332.7222222223
1988,North Carolina,13,George H.W. Bush,13,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,6479263.0,498404.8461538461
1988,North Dakota,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,641583.0,213861.0
1988,Ohio,23,George H.W. Bush,23,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,10837218.0,471183.39130434784
1988,Oklahoma,8,George H.W. Bush,8,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3121526.0,390190.75
1988,Oregon,7,Michael Dukakis,7,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,2800478.0,400068.28571428574
1988,Pennsylvania,25,George H.W. Bush,25,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,11878093.0,475123.72
1988,Rhode Island,4,Michael Dukakis,4,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,992202.0,248050.5
1988,South Carolina,8,George H.W. Bush,8,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,3413726.0,426715.75
1988,South Dakota,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,694957.0,231652.3333333333
1988,Tennessee,11,George H.W. Bush,11,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,4819972.0,438179.2727272727
1988,Texas,29,George H.W. Bush,29,Michael Dukakis,0,538,Bush home state,Republican,Democratic,16435046.0,566725.724137931
1988,Utah,5,George H.W. Bush,5,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,1670487.0,334097.4
1988,Vermont,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,552498.0,184166.0
1988,Virginia,12,George H.W. Bush,12,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,6019250.0,501604.1666666667
1988,Washington,10,Michael Dukakis,9,George H.W. Bush,0,538,1 faithless elector,Democratic,Democratic,4719785.0,471978.5
1988,West Virginia,6,Michael Dukakis,5,George H.W. Bush,0,538,1 faithless elector,Democratic,Democratic,1824710.0,304118.3333333333
1988,Wisconsin,11,Michael Dukakis,11,George H.W. Bush,0,538,Dukakis Democrat,Democratic,Democratic,4854569.0,441324.4545454545
1988,Wyoming,3,George H.W. Bush,3,Michael Dukakis,0,538,Bush Republican,Republican,Democratic,456782.0,152260.66666666666
1992,Alabama,9,George H.W. Bush,9,Bill Clinton,0,538,Bush Republican,Republican,Democratic,4121890.0,457987.77777777775
1992,Alaska,3,George H.W. Bush,3,Bill Clinton,0,538,Bush Republican,Republican,Democratic,565421.0,188473.66666666663
1992,Arizona,8,George H.W. Bush,8,Bill Clinton,0,538,Bush Republican,Republican,Democratic,3958309.0,494788.625
