Year,State,Electoral_Votes,Winner,Winner_EV,Runner_Up,Runner_Up_EV,Total_EV_Cast,Notes
1920,Maine,6,Warren Harding,6,James Cox,0,531,Harding Republican
1920,Maryland,8,Warren Harding,8,James Cox,0,531,Harding Republican
1920,Massachusetts,18,Warren Harding,18,James Cox,0,531,Harding Republican
1920,Michigan,15,Warren Harding,15,James Cox,0,531,Harding Republican
1920,Minnesota,12,Warren Harding,12,James Cox,0,531,Harding Republican
1920,Mississippi,10,James Cox,10,Warren Harding,0,531,Cox Democrat
1920,Missouri,18,Warren Harding,18,James Cox,0,531,Harding Republican
1920,Montana,4,Warren Harding,4,James Cox,0,531,Harding Republican
1920,Nebraska,8,Warren Harding,8,James Cox,0,531,Harding Republican
1920,Nevada,3,Warren Harding,3,James Cox,0,531,Harding Republican
1920,New Hampshire,4,Warren Harding,4,James Cox,0,531,Harding Republican
1920,New Jersey,14,Warren Harding,14,James Cox,0,531,Harding Republican
1920,New Mexico,3,Warren Harding,3,James Cox,0,531,Harding Republican
1920,New York,45,Warren Harding,45,James Cox,0,531,Harding Republican
1920,North Carolina,12,James Cox,12,Warren Harding,0,531,Cox Democrat
1920,North Dakota,5,Warren Harding,5,James Cox,0,531,Harding Republican
1920,Ohio,24,Warren Harding,24,James Cox,0,531,Harding home state
1920,Oklahoma,10,Warren Harding,10,James Cox,0,531,Harding Republican
1920,Oregon,5,Warren Harding,5,James Cox,0,531,Harding Republican
1920,Pennsylvania,38,Warren Harding,38,James Cox,0,531,Harding Republican
1920,Rhode Island,5,Warren Harding,5,James Cox,0,531,Harding Republican
1920,South Carolina,9,James Cox,9,Warren Harding,0,531,Cox Democrat
1920,South Dakota,5,Warren Harding,5,James Cox,0,531,Harding Republican
1920,Tennessee,12,Warren Harding,12,James Cox,0,531,Harding Republican
1920,Texas,20,James Cox,20,Warren Harding,0,531,Cox Democrat
1920,Utah,4,Warren Harding,4,James Cox,0,531,Harding Republican
1920,Vermont,4,Warren Harding,4,James Cox,0,531,Harding Republican
1920,Virginia,12,James Cox,12,Warren Harding,0,531,Cox Democrat
1920,Washington,7,Warren Harding,7,James Cox,0,531,Harding Republican
1920,West Virginia,8,Warren Harding,8,James Cox,0,531,Harding Republican
1920,Wisconsin,13,Warren Harding,13,James Cox,0,531,Harding Republican
1920,Wyoming,3,Warren Harding,3,James Cox,0,531,Harding Republican

1924,Alabama,12,John Davis,12,Calvin Coolidge,0,531,Davis Democrat
1924,Arizona,3,Calvin Coolidge,3,John Davis,0,531,Coolidge Republican
1924,Arkansas,9,John Davis,9,Calvin Coolidge,0,531,Davis Democrat
1924,California,13,Calvin Coolidge,13,John Davis,0,531,Coolidge Republican
1924,Colorado,6,Calvin Coolidge,6,John Davis,0,531,Coolidge Republican
1924,Connecticut,7,Calvin Coolidge,7,John Davis,0,531,Coolidge Republican
1924,Delaware,3,Calvin Coolidge,3,John Davis,0,531,Coolidge Republican
1924,Florida,6,John Davis,6,Calvin Coolidge,0,531,Davis Democrat
1924,Georgia,14,John Davis,14,Calvin Coolidge,0,531,Davis Democrat
1924,Idaho,4,Calvin Coolidge,4,John Davis,0,531,Coolidge Republican
1924,Illinois,29,Calvin Coolidge,29,John Davis,0,531,Coolidge Republican
1924,Indiana,15,Calvin Coolidge,15,John Davis,0,531,Coolidge Republican
1924,Iowa,13,Calvin Coolidge,13,John Davis,0,531,Coolidge Republican
1924,Kansas,10,Calvin Coolidge,10,John Davis,0,531,Coolidge Republican
1924,Kentucky,13,Calvin Coolidge,13,John Davis,0,531,Coolidge Republican
1924,Louisiana,10,John Davis,10,Calvin Coolidge,0,531,Davis Democrat
1924,Maine,6,Calvin Coolidge,6,John Davis,0,531,Coolidge Republican
1924,Maryland,8,Calvin Coolidge,8,John Davis,0,531,Coolidge Republican
1924,Massachusetts,18,Calvin Coolidge,18,John Davis,0,531,Coolidge home state
1924,Michigan,15,Calvin Coolidge,15,John Davis,0,531,Coolidge Republican
1924,Minnesota,12,Calvin Coolidge,12,John Davis,0,531,Coolidge Republican
1924,Mississippi,10,John Davis,10,Calvin Coolidge,0,531,Davis Democrat
1924,Missouri,18,Calvin Coolidge,18,John Davis,0,531,Coolidge Republican
1924,Montana,4,Calvin Coolidge,4,John Davis,0,531,Coolidge Republican
1924,Nebraska,8,Calvin Coolidge,8,John Davis,0,531,Coolidge Republican
1924,Nevada,3,Calvin Coolidge,3,John Davis,0,531,Coolidge Republican
1924,New Hampshire,4,Calvin Coolidge,4,John Davis,0,531,Coolidge Republican
1924,New Jersey,14,Calvin Coolidge,14,John Davis,0,531,Coolidge Republican
1924,New Mexico,3,Calvin Coolidge,3,John Davis,0,531,Coolidge Republican
1924,New York,45,Calvin Coolidge,45,John Davis,0,531,Coolidge Republican
1924,North Carolina,12,John Davis,12,Calvin Coolidge,0,531,Davis Democrat
1924,North Dakota,5,Calvin Coolidge,5,John Davis,0,531,Coolidge Republican
1924,Ohio,24,Calvin Coolidge,24,John Davis,0,531,Coolidge Republican
1924,Oklahoma,10,John Davis,10,Calvin Coolidge,0,531,Davis Democrat
1924,Oregon,5,Calvin Coolidge,5,John Davis,0,531,Coolidge Republican
1924,Pennsylvania,38,Calvin Coolidge,38,John Davis,0,531,Coolidge Republican
1924,Rhode Island,5,Calvin Coolidge,5,John Davis,0,531,Coolidge Republican
1924,South Carolina,9,John Davis,9,Calvin Coolidge,0,531,Davis Democrat
1924,South Dakota,5,Calvin Coolidge,5,John Davis,0,531,Coolidge Republican
1924,Tennessee,12,John Davis,12,Calvin Coolidge,0,531,Davis Democrat
1924,Texas,20,John Davis,20,Calvin Coolidge,0,531,Davis Democrat
1924,Utah,4,Calvin Coolidge,4,John Davis,0,531,Coolidge Republican
1924,Vermont,4,Calvin Coolidge,4,John Davis,0,531,Coolidge Republican
1924,Virginia,12,John Davis,12,Calvin Coolidge,0,531,Davis Democrat
1924,Washington,7,Calvin Coolidge,7,John Davis,0,531,Coolidge Republican
1924,West Virginia,8,Calvin Coolidge,8,John Davis,0,531,Coolidge Republican
1924,Wisconsin,13,Robert La Follette,13,Calvin Coolidge,0,531,La Follette Progressive
1924,Wyoming,3,Calvin Coolidge,3,John Davis,0,531,Coolidge Republican

1928,Alabama,12,Al Smith,12,Herbert Hoover,0,531,Smith Democrat
1928,Arizona,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican
1928,Arkansas,9,Al Smith,9,Herbert Hoover,0,531,Smith Democrat
1928,California,13,Herbert Hoover,13,Al Smith,0,531,Hoover Republican
1928,Colorado,6,Herbert Hoover,6,Al Smith,0,531,Hoover Republican
1928,Connecticut,7,Herbert Hoover,7,Al Smith,0,531,Hoover Republican
1928,Delaware,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican
1928,Florida,6,Herbert Hoover,6,Al Smith,0,531,Hoover Republican
1928,Georgia,14,Al Smith,14,Herbert Hoover,0,531,Smith Democrat
1928,Idaho,4,Herbert Hoover,4,Al Smith,0,531,Hoover Republican
1928,Illinois,29,Herbert Hoover,29,Al Smith,0,531,Hoover Republican
1928,Indiana,15,Herbert Hoover,15,Al Smith,0,531,Hoover Republican
1928,Iowa,13,Herbert Hoover,13,Al Smith,0,531,Hoover Republican
1928,Kansas,10,Herbert Hoover,10,Al Smith,0,531,Hoover Republican
1928,Kentucky,13,Herbert Hoover,13,Al Smith,0,531,Hoover Republican
1928,Louisiana,10,Al Smith,10,Herbert Hoover,0,531,Smith Democrat
1928,Maine,6,Herbert Hoover,6,Al Smith,0,531,Hoover Republican
1928,Maryland,8,Herbert Hoover,8,Al Smith,0,531,Hoover Republican
1928,Massachusetts,18,Al Smith,18,Herbert Hoover,0,531,Smith Democrat
1928,Michigan,15,Herbert Hoover,15,Al Smith,0,531,Hoover Republican
1928,Minnesota,12,Herbert Hoover,12,Al Smith,0,531,Hoover Republican
1928,Mississippi,10,Al Smith,10,Herbert Hoover,0,531,Smith Democrat
1928,Missouri,18,Herbert Hoover,18,Al Smith,0,531,Hoover Republican
1928,Montana,4,Herbert Hoover,4,Al Smith,0,531,Hoover Republican
1928,Nebraska,8,Herbert Hoover,8,Al Smith,0,531,Hoover Republican
1928,Nevada,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican
1928,New Hampshire,4,Herbert Hoover,4,Al Smith,0,531,Hoover Republican
1928,New Jersey,14,Herbert Hoover,14,Al Smith,0,531,Hoover Republican
1928,New Mexico,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican
1928,New York,45,Herbert Hoover,45,Al Smith,0,531,Smith home state lost
1928,North Carolina,12,Herbert Hoover,12,Al Smith,0,531,Hoover Republican
1928,North Dakota,5,Herbert Hoover,5,Al Smith,0,531,Hoover Republican
1928,Ohio,24,Herbert Hoover,24,Al Smith,0,531,Hoover Republican
1928,Oklahoma,10,Herbert Hoover,10,Al Smith,0,531,Hoover Republican
1928,Oregon,5,Herbert Hoover,5,Al Smith,0,531,Hoover Republican
1928,Pennsylvania,38,Herbert Hoover,38,Al Smith,0,531,Hoover Republican
1928,Rhode Island,5,Al Smith,5,Herbert Hoover,0,531,Smith Democrat
1928,South Carolina,9,Al Smith,9,Herbert Hoover,0,531,Smith Democrat
1928,South Dakota,5,Herbert Hoover,5,Al Smith,0,531,Hoover Republican
1928,Tennessee,12,Herbert Hoover,12,Al Smith,0,531,Hoover Republican
1928,Texas,20,Herbert Hoover,20,Al Smith,0,531,Hoover Republican
1928,Utah,4,Herbert Hoover,4,Al Smith,0,531,Hoover Republican
1928,Vermont,4,Herbert Hoover,4,Al Smith,0,531,Hoover Republican
1928,Virginia,12,Herbert Hoover,12,Al Smith,0,531,Hoover Republican
1928,Washington,7,Herbert Hoover,7,Al Smith,0,531,Hoover Republican
1928,West Virginia,8,Herbert Hoover,8,Al Smith,0,531,Hoover Republican
1928,Wisconsin,13,Herbert Hoover,13,Al Smith,0,531,Hoover Republican
1928,Wyoming,3,Herbert Hoover,3,Al Smith,0,531,Hoover Republican

1932,Alabama,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Arizona,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat
1932,Arkansas,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat
1932,California,22,Franklin Roosevelt,22,Herbert Hoover,0,531,Roosevelt Democrat
1932,Colorado,6,Franklin Roosevelt,6,Herbert Hoover,0,531,Roosevelt Democrat
1932,Connecticut,8,Herbert Hoover,8,Franklin Roosevelt,0,531,Hoover Republican
1932,Delaware,3,Herbert Hoover,3,Franklin Roosevelt,0,531,Hoover Republican
1932,Florida,7,Franklin Roosevelt,7,Herbert Hoover,0,531,Roosevelt Democrat
1932,Georgia,12,Franklin Roosevelt,12,Herbert Hoover,0,531,Roosevelt Democrat
1932,Idaho,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,Illinois,29,Franklin Roosevelt,29,Herbert Hoover,0,531,Roosevelt Democrat
1932,Indiana,14,Franklin Roosevelt,14,Herbert Hoover,0,531,Roosevelt Democrat
1932,Iowa,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Kansas,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat
1932,Kentucky,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Louisiana,10,Franklin Roosevelt,10,Herbert Hoover,0,531,Roosevelt Democrat
1932,Maine,5,Herbert Hoover,5,Franklin Roosevelt,0,531,Hoover Republican
1932,Maryland,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat
1932,Massachusetts,17,Franklin Roosevelt,17,Herbert Hoover,0,531,Roosevelt Democrat
1932,Michigan,19,Franklin Roosevelt,19,Herbert Hoover,0,531,Roosevelt Democrat
1932,Minnesota,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Mississippi,9,Franklin Roosevelt,9,Herbert Hoover,0,531,Roosevelt Democrat
1932,Missouri,15,Franklin Roosevelt,15,Herbert Hoover,0,531,Roosevelt Democrat
1932,Montana,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,Nebraska,7,Franklin Roosevelt,7,Herbert Hoover,0,531,Roosevelt Democrat
1932,Nevada,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat
1932,New Hampshire,4,Herbert Hoover,4,Franklin Roosevelt,0,531,Hoover Republican
1932,New Jersey,16,Franklin Roosevelt,16,Herbert Hoover,0,531,Roosevelt Democrat
1932,New Mexico,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat
1932,New York,47,Franklin Roosevelt,47,Herbert Hoover,0,531,Roosevelt home state
1932,North Carolina,13,Franklin Roosevelt,13,Herbert Hoover,0,531,Roosevelt Democrat
1932,North Dakota,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,Ohio,26,Franklin Roosevelt,26,Herbert Hoover,0,531,Roosevelt Democrat
1932,Oklahoma,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Oregon,5,Franklin Roosevelt,5,Herbert Hoover,0,531,Roosevelt Democrat
1932,Pennsylvania,36,Herbert Hoover,36,Franklin Roosevelt,0,531,Hoover Republican
1932,Rhode Island,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,South Carolina,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat
1932,South Dakota,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,Tennessee,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Texas,23,Franklin Roosevelt,23,Herbert Hoover,0,531,Roosevelt Democrat
1932,Utah,4,Franklin Roosevelt,4,Herbert Hoover,0,531,Roosevelt Democrat
1932,Vermont,3,Herbert Hoover,3,Franklin Roosevelt,0,531,Hoover Republican
1932,Virginia,11,Franklin Roosevelt,11,Herbert Hoover,0,531,Roosevelt Democrat
1932,Washington,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat
1932,West Virginia,8,Franklin Roosevelt,8,Herbert Hoover,0,531,Roosevelt Democrat
1932,Wisconsin,12,Franklin Roosevelt,12,Herbert Hoover,0,531,Roosevelt Democrat
1932,Wyoming,3,Franklin Roosevelt,3,Herbert Hoover,0,531,Roosevelt Democrat

1936,Alabama,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Arizona,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat
1936,Arkansas,9,Franklin Roosevelt,9,Alf Landon,0,531,Roosevelt Democrat
1936,California,22,Franklin Roosevelt,22,Alf Landon,0,531,Roosevelt Democrat
1936,Colorado,6,Franklin Roosevelt,6,Alf Landon,0,531,Roosevelt Democrat
1936,Connecticut,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat
1936,Delaware,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat
1936,Florida,7,Franklin Roosevelt,7,Alf Landon,0,531,Roosevelt Democrat
1936,Georgia,12,Franklin Roosevelt,12,Alf Landon,0,531,Roosevelt Democrat
1936,Idaho,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,Illinois,29,Franklin Roosevelt,29,Alf Landon,0,531,Roosevelt Democrat
1936,Indiana,14,Franklin Roosevelt,14,Alf Landon,0,531,Roosevelt Democrat
1936,Iowa,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Kansas,9,Franklin Roosevelt,9,Alf Landon,0,531,Landon home state lost
1936,Kentucky,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Louisiana,10,Franklin Roosevelt,10,Alf Landon,0,531,Roosevelt Democrat
1936,Maine,5,Alf Landon,5,Franklin Roosevelt,0,531,Landon Republican
1936,Maryland,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat
1936,Massachusetts,17,Franklin Roosevelt,17,Alf Landon,0,531,Roosevelt Democrat
1936,Michigan,19,Franklin Roosevelt,19,Alf Landon,0,531,Roosevelt Democrat
1936,Minnesota,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Mississippi,9,Franklin Roosevelt,9,Alf Landon,0,531,Roosevelt Democrat
1936,Missouri,15,Franklin Roosevelt,15,Alf Landon,0,531,Roosevelt Democrat
1936,Montana,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,Nebraska,7,Franklin Roosevelt,7,Alf Landon,0,531,Roosevelt Democrat
1936,Nevada,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat
1936,New Hampshire,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,New Jersey,16,Franklin Roosevelt,16,Alf Landon,0,531,Roosevelt Democrat
1936,New Mexico,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat
1936,New York,47,Franklin Roosevelt,47,Alf Landon,0,531,Roosevelt Democrat
1936,North Carolina,13,Franklin Roosevelt,13,Alf Landon,0,531,Roosevelt Democrat
1936,North Dakota,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,Ohio,26,Franklin Roosevelt,26,Alf Landon,0,531,Roosevelt Democrat
1936,Oklahoma,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Oregon,5,Franklin Roosevelt,5,Alf Landon,0,531,Roosevelt Democrat
1936,Pennsylvania,36,Franklin Roosevelt,36,Alf Landon,0,531,Roosevelt Democrat
1936,Rhode Island,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,South Carolina,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat
1936,South Dakota,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,Tennessee,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Texas,23,Franklin Roosevelt,23,Alf Landon,0,531,Roosevelt Democrat
1936,Utah,4,Franklin Roosevelt,4,Alf Landon,0,531,Roosevelt Democrat
1936,Vermont,3,Alf Landon,3,Franklin Roosevelt,0,531,Landon Republican
1936,Virginia,11,Franklin Roosevelt,11,Alf Landon,0,531,Roosevelt Democrat
1936,Washington,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat
1936,West Virginia,8,Franklin Roosevelt,8,Alf Landon,0,531,Roosevelt Democrat
1936,Wisconsin,12,Franklin Roosevelt,12,Alf Landon,0,531,Roosevelt Democrat
1936,Wyoming,3,Franklin Roosevelt,3,Alf Landon,0,531,Roosevelt Democrat

1940,Alabama,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Arizona,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat
1940,Arkansas,9,Franklin Roosevelt,9,Wendell Willkie,0,531,Roosevelt Democrat
1940,California,22,Franklin Roosevelt,22,Wendell Willkie,0,531,Roosevelt Democrat
1940,Colorado,6,Wendell Willkie,6,Franklin Roosevelt,0,531,Willkie Republican
1940,Connecticut,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat
1940,Delaware,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat
1940,Florida,7,Franklin Roosevelt,7,Wendell Willkie,0,531,Roosevelt Democrat
1940,Georgia,12,Franklin Roosevelt,12,Wendell Willkie,0,531,Roosevelt Democrat
1940,Idaho,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat
1940,Illinois,29,Franklin Roosevelt,29,Wendell Willkie,0,531,Roosevelt Democrat
1940,Indiana,14,Wendell Willkie,14,Franklin Roosevelt,0,531,Willkie home state
1940,Iowa,11,Wendell Willkie,11,Franklin Roosevelt,0,531,Willkie Republican
1940,Kansas,9,Wendell Willkie,9,Franklin Roosevelt,0,531,Willkie Republican
1940,Kentucky,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Louisiana,10,Franklin Roosevelt,10,Wendell Willkie,0,531,Roosevelt Democrat
1940,Maine,5,Wendell Willkie,5,Franklin Roosevelt,0,531,Willkie Republican
1940,Maryland,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat
1940,Massachusetts,17,Franklin Roosevelt,17,Wendell Willkie,0,531,Roosevelt Democrat
1940,Michigan,19,Wendell Willkie,19,Franklin Roosevelt,0,531,Willkie Republican
1940,Minnesota,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Mississippi,9,Franklin Roosevelt,9,Wendell Willkie,0,531,Roosevelt Democrat
1940,Missouri,15,Franklin Roosevelt,15,Wendell Willkie,0,531,Roosevelt Democrat
1940,Montana,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat
1940,Nebraska,7,Wendell Willkie,7,Franklin Roosevelt,0,531,Willkie Republican
1940,Nevada,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat
1940,New Hampshire,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat
1940,New Jersey,16,Franklin Roosevelt,16,Wendell Willkie,0,531,Roosevelt Democrat
1940,New Mexico,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat
1940,New York,47,Franklin Roosevelt,47,Wendell Willkie,0,531,Roosevelt Democrat
1940,North Carolina,13,Franklin Roosevelt,13,Wendell Willkie,0,531,Roosevelt Democrat
1940,North Dakota,4,Wendell Willkie,4,Franklin Roosevelt,0,531,Willkie Republican
1940,Ohio,26,Franklin Roosevelt,26,Wendell Willkie,0,531,Roosevelt Democrat
1940,Oklahoma,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Oregon,5,Franklin Roosevelt,5,Wendell Willkie,0,531,Roosevelt Democrat
1940,Pennsylvania,36,Franklin Roosevelt,36,Wendell Willkie,0,531,Roosevelt Democrat
1940,Rhode Island,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat
1940,South Carolina,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat
1940,South Dakota,4,Wendell Willkie,4,Franklin Roosevelt,0,531,Willkie Republican
1940,Tennessee,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Texas,23,Franklin Roosevelt,23,Wendell Willkie,0,531,Roosevelt Democrat
1940,Utah,4,Franklin Roosevelt,4,Wendell Willkie,0,531,Roosevelt Democrat
1940,Vermont,3,Wendell Willkie,3,Franklin Roosevelt,0,531,Willkie Republican
1940,Virginia,11,Franklin Roosevelt,11,Wendell Willkie,0,531,Roosevelt Democrat
1940,Washington,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat
1940,West Virginia,8,Franklin Roosevelt,8,Wendell Willkie,0,531,Roosevelt Democrat
1940,Wisconsin,12,Franklin Roosevelt,12,Wendell Willkie,0,531,Roosevelt Democrat
1940,Wyoming,3,Franklin Roosevelt,3,Wendell Willkie,0,531,Roosevelt Democrat

1944,Alabama,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat
1944,Arizona,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,Arkansas,9,Franklin Roosevelt,9,Thomas Dewey,0,531,Roosevelt Democrat
1944,California,25,Franklin Roosevelt,25,Thomas Dewey,0,531,Roosevelt Democrat
1944,Colorado,6,Thomas Dewey,6,Franklin Roosevelt,0,531,Dewey Republican
1944,Connecticut,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,Delaware,3,Franklin Roosevelt,3,Thomas Dewey,0,531,Roosevelt Democrat
1944,Florida,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,Georgia,12,Franklin Roosevelt,12,Thomas Dewey,0,531,Roosevelt Democrat
1944,Idaho,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,Illinois,28,Franklin Roosevelt,28,Thomas Dewey,0,531,Roosevelt Democrat
1944,Indiana,13,Thomas Dewey,13,Franklin Roosevelt,0,531,Dewey Republican
1944,Iowa,10,Thomas Dewey,10,Franklin Roosevelt,0,531,Dewey Republican
1944,Kansas,8,Thomas Dewey,8,Franklin Roosevelt,0,531,Dewey Republican
1944,Kentucky,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat
1944,Louisiana,10,Franklin Roosevelt,10,Thomas Dewey,0,531,Roosevelt Democrat
1944,Maine,5,Thomas Dewey,5,Franklin Roosevelt,0,531,Dewey Republican
1944,Maryland,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,Massachusetts,16,Franklin Roosevelt,16,Thomas Dewey,0,531,Roosevelt Democrat
1944,Michigan,19,Franklin Roosevelt,19,Thomas Dewey,0,531,Roosevelt Democrat
1944,Minnesota,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat
1944,Mississippi,9,Franklin Roosevelt,9,Thomas Dewey,0,531,Roosevelt Democrat
1944,Missouri,15,Franklin Roosevelt,15,Thomas Dewey,0,531,Roosevelt Democrat
1944,Montana,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,Nebraska,6,Thomas Dewey,6,Franklin Roosevelt,0,531,Dewey Republican
1944,Nevada,3,Franklin Roosevelt,3,Thomas Dewey,0,531,Roosevelt Democrat
1944,New Hampshire,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,New Jersey,16,Franklin Roosevelt,16,Thomas Dewey,0,531,Roosevelt Democrat
1944,New Mexico,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,New York,47,Franklin Roosevelt,47,Thomas Dewey,0,531,Dewey home state lost
1944,North Carolina,14,Franklin Roosevelt,14,Thomas Dewey,0,531,Roosevelt Democrat
1944,North Dakota,4,Thomas Dewey,4,Franklin Roosevelt,0,531,Dewey Republican
1944,Ohio,25,Thomas Dewey,25,Franklin Roosevelt,0,531,Dewey Republican
1944,Oklahoma,10,Franklin Roosevelt,10,Thomas Dewey,0,531,Roosevelt Democrat
1944,Oregon,6,Franklin Roosevelt,6,Thomas Dewey,0,531,Roosevelt Democrat
1944,Pennsylvania,35,Franklin Roosevelt,35,Thomas Dewey,0,531,Roosevelt Democrat
1944,Rhode Island,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,South Carolina,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,South Dakota,4,Thomas Dewey,4,Franklin Roosevelt,0,531,Dewey Republican
1944,Tennessee,12,Franklin Roosevelt,12,Thomas Dewey,0,531,Roosevelt Democrat
1944,Texas,23,Franklin Roosevelt,23,Thomas Dewey,0,531,Roosevelt Democrat
1944,Utah,4,Franklin Roosevelt,4,Thomas Dewey,0,531,Roosevelt Democrat
1944,Vermont,3,Thomas Dewey,3,Franklin Roosevelt,0,531,Dewey Republican
1944,Virginia,11,Franklin Roosevelt,11,Thomas Dewey,0,531,Roosevelt Democrat
1944,Washington,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,West Virginia,8,Franklin Roosevelt,8,Thomas Dewey,0,531,Roosevelt Democrat
1944,Wisconsin,12,Thomas Dewey,12,Franklin Roosevelt,0,531,Dewey Republican
1944,Wyoming,3,Thomas Dewey,3,Franklin Roosevelt,0,531,Dewey Republican

1948,Alabama,11,Strom Thurmond,11,Harry Truman,0,531,Thurmond States Rights
